t,n,phi,pmiss,convergence,true.R,true.effect,true.mu,true.phi,"bias.mean Cov[1,1]","bias.mean Cov[2,1]","bias.mean Cov[3,1]","bias.mean Cov[1,2]","bias.mean Cov[2,2]","bias.mean Cov[3,2]","bias.mean Cov[1,3]","bias.mean Cov[2,3]","bias.mean Cov[3,3]",bias.mean R,bias.mean mu.D,bias.mean beta1,bias.mean beta2,bias.mean effect,bias.mean mu.M,bias.mean phi,bias.mean r1,bias.mean r2,bias.mean sigma2,"bias.median Cov[1,1]","bias.median Cov[2,1]","bias.median Cov[3,1]","bias.median Cov[1,2]","bias.median Cov[2,2]","bias.median Cov[3,2]","bias.median Cov[1,3]","bias.median Cov[2,3]","bias.median Cov[3,3]",bias.median R,bias.median mu.D,bias.median beta1,bias.median beta2,bias.median effect,bias.median mu.M,bias.median phi,bias.median r1,bias.median r2,bias.median sigma2,"bias.mode Cov[1,1]","bias.mode Cov[2,1]","bias.mode Cov[3,1]","bias.mode Cov[1,2]","bias.mode Cov[2,2]","bias.mode Cov[3,2]","bias.mode Cov[1,3]","bias.mode Cov[2,3]","bias.mode Cov[3,3]",bias.mode R,bias.mode mu.D,bias.mode beta1,bias.mode beta2,bias.mode effect,bias.mode mu.M,bias.mode phi,bias.mode r1,bias.mode r2,bias.mode sigma2,"cover.qbp Cov[1,1]","cover.qbp Cov[2,1]","cover.qbp Cov[3,1]","cover.qbp Cov[1,2]","cover.qbp Cov[2,2]","cover.qbp Cov[3,2]","cover.qbp Cov[1,3]","cover.qbp Cov[2,3]","cover.qbp Cov[3,3]",cover.qbp R,cover.qbp mu.D,cover.qbp beta1,cover.qbp beta2,cover.qbp effect,cover.qbp mu.M,cover.qbp phi,cover.qbp r1,cover.qbp r2,cover.qbp sigma2," cover.hpd Cov[1,1]"," cover.hpd Cov[2,1]"," cover.hpd Cov[3,1]"," cover.hpd Cov[1,2]"," cover.hpd Cov[2,2]"," cover.hpd Cov[3,2]"," cover.hpd Cov[1,3]"," cover.hpd Cov[2,3]"," cover.hpd Cov[3,3]", cover.hpd R, cover.hpd mu.D, cover.hpd beta1, cover.hpd beta2, cover.hpd effect, cover.hpd mu.M, cover.hpd phi, cover.hpd r1, cover.hpd r2, cover.hpd sigma2,ci.R,ci.effect,ci.mu.M,ci.phi,"rmse.mean Cov[1,1]","rmse.mean Cov[2,1]","rmse.mean Cov[3,1]","rmse.mean Cov[1,2]","rmse.mean Cov[2,2]","rmse.mean Cov[3,2]","rmse.mean Cov[1,3]","rmse.mean Cov[2,3]","rmse.mean Cov[3,3]",rmse.mean R,rmse.mean mu.D,rmse.mean beta1,rmse.mean beta2,rmse.mean effect,rmse.mean mu.M,rmse.mean phi,rmse.mean r1,rmse.mean r2,rmse.mean sigma2,"rmse.median Cov[1,1]","rmse.median Cov[2,1]","rmse.median Cov[3,1]","rmse.median Cov[1,2]","rmse.median Cov[2,2]","rmse.median Cov[3,2]","rmse.median Cov[1,3]","rmse.median Cov[2,3]","rmse.median Cov[3,3]",rmse.median R,rmse.median mu.D,rmse.median beta1,rmse.median beta2,rmse.median effect,rmse.median mu.M,rmse.median phi,rmse.median r1,rmse.median r2,rmse.median sigma2,"rmse.mode Cov[1,1]","rmse.mode Cov[2,1]","rmse.mode Cov[3,1]","rmse.mode Cov[1,2]","rmse.mode Cov[2,2]","rmse.mode Cov[3,2]","rmse.mode Cov[1,3]","rmse.mode Cov[2,3]","rmse.mode Cov[3,3]",rmse.mode R,rmse.mode mu.D,rmse.mode beta1,rmse.mode beta2,rmse.mode effect,rmse.mode mu.M,rmse.mode phi,rmse.mode r1,rmse.mode r2,rmse.mode sigma2
65,1000,1.570796327,0.1,1,1.04889562,0.180580724,-0.399929469,1.627903022,0.003878886,-0.029225333,0.03149274,-0.029225333,0.028777266,-0.020364337,0.03149274,-0.020364337,0.035663498,0.000316323,0.005574611,-0.000428366,-0.00190796,-0.002580768,0.005697927,-0.000374722,4.03562E+12,0.000353836,7.14E-05,0.00265746,-0.033798078,0.029922348,-0.033798078,0.026881161,-0.022159953,0.029922348,-0.022159953,0.033748393,0.000318803,0.005692022,-0.000463578,-0.001974395,-0.002586095,0.005697639,-0.000377607,4.0393E+12,0.000367452,4.80E-05,0.000428458,-0.05127936,0.021732177,-0.05127936,0.022930127,-0.025923037,0.021732177,-0.025923037,0.03038322,0.000332815,0.004922634,-0.000503824,-0.002382563,-0.002497305,0.005725542,-0.000372568,5.81458E+12,0.000550074,-0.000347487,0.957971014,0.955072464,0.956521739,0.955072464,0.933333333,0.95942029,0.956521739,0.95942029,0.920289855,0.633333333,0.947826087,0.933333333,0.947826087,0.663768116,0.156521739,0.510144928,0.968115942,0.943478261,0.944927536,0.979710145,0.975362319,0.972463768,0.975362319,0.972463768,0.97826087,0.972463768,0.97826087,0.95942029,0.698550725,0.968115942,0.968115942,0.963768116,0.71884058,0.179710145,0.573913043,0.98115942,0.973913043,0.972463768,0.950724638,0.936231884,0.946376812,0.956521739,0.034868835,0.007043874,0.00700881,0.007043874,0.003141312,0.002024707,0.00700881,0.002024707,0.003306405,0.008223138,0.028278217,0.008368716,0.008623618,0.008143477,0.028289326,0.011029157,0.007862983,0.008165675,0.002473748,0.034769757,0.007030947,0.006990631,0.007030947,0.003093931,0.002028819,0.006990631,0.002028819,0.003252127,0.008222496,0.028279918,0.008364088,0.008626454,0.008142983,0.028287728,0.011029628,0.007861823,0.008164524,0.002473816,0.035075908,0.007035435,0.006978701,0.007035435,0.003025956,0.002041915,0.006978701,0.002041915,0.003173437,0.008220411,0.028289118,0.008374174,0.00870593,0.008149801,0.028276817,0.011044838,0.007876506,0.008204633,0.002493891
17,100,1.570796327,0.4,1,1.048872696,0.180490101,-0.40010412,1.627954547,0.015628105,-0.019250351,-0.228406792,-0.019250351,0.652202288,-0.244715544,-0.228406792,-0.244715544,0.692207968,0.011146497,-0.002314172,-0.002588576,-0.005263412,-0.003616902,-0.003104734,-0.003425855,3.20138E+13,0.000223189,-0.011613842,0.000758143,-0.054489753,-0.224546911,-0.054489753,0.611596427,-0.267108994,-0.224546911,-0.267108994,0.648808538,0.011146412,-0.001863493,-0.00217869,-0.005443143,-0.003660289,-0.003075993,-0.003435735,3.22494E+13,0.000238349,-0.012738875,-0.025970386,-0.106806108,-0.224055195,-0.106806108,0.536439456,-0.308419514,-0.224055195,-0.308419514,0.569536544,0.011216619,-0.003238729,-0.00164863,-0.005832154,-0.003696314,-0.002920441,-0.003557413,3.12573E+13,0.000338985,-0.015376751,0.95106383,0.972340426,0.982978723,0.972340426,0.422340426,0.988297872,0.982978723,0.988297872,0.39787234,0.868085106,0.941489362,0.967021277,0.968085106,0.886170213,0.423404255,0.832978723,0.969148936,0.973404255,0.944680851,0.976595745,0.994680851,0.995744681,0.994680851,0.717021277,0.994680851,0.995744681,0.994680851,0.691489362,0.922340426,0.967021277,0.987234043,0.985106383,0.925531915,0.474468085,0.876595745,0.988297872,0.992553191,0.972340426,0.964893617,0.969148936,0.937234043,0.961702128,0.122148721,0.031604851,0.032115354,0.031604851,0.034798929,0.010359178,0.032115354,0.010359178,0.036966305,0.037688227,0.095805028,0.036079873,0.037692693,0.035384802,0.095780888,0.042027637,0.035183216,0.036102082,0.017887662,0.119817271,0.030933404,0.031386438,0.030933404,0.032826201,0.010361814,0.031386438,0.010361814,0.034850664,0.037687561,0.095858627,0.036073358,0.037695347,0.035382421,0.095771587,0.042036236,0.035165841,0.036101931,0.018011974,0.119041857,0.029977642,0.030276151,0.029977642,0.029228767,0.010550223,0.030276151,0.010550223,0.031059099,0.037905999,0.096504434,0.036246284,0.037712674,0.035444407,0.095703627,0.042245647,0.035068065,0.036425039,0.018409423
33,100,1.570796327,0.4,1,1.048771139,0.180494897,-0.399186872,1.627960218,0.026188432,0.049001522,0.136184319,0.049001522,0.444803885,-0.180633946,0.136184319,-0.180633946,0.471047387,0.005258967,0.007810689,0.000503718,-0.001230631,-0.002985306,0.006715504,-0.000294562,-3.08064E+13,-0.000748942,-0.002888821,0.01177746,0.024185618,0.112162527,0.024185618,0.415765617,-0.201009975,0.112162527,-0.201009975,0.44033234,0.005263742,0.008292999,0.001081894,-0.001400612,-0.002958566,0.006763941,-0.000301854,-2.94602E+13,-0.000740281,-0.003548594,-0.014582854,-0.004953291,0.055059014,-0.004953291,0.364092109,-0.236981009,0.055059014,-0.236981009,0.38534706,0.005320844,0.004788103,0.003061212,-0.002791027,-0.002605966,0.007063255,-0.000283798,-2.43281E+13,-0.000601367,-0.003938428,0.93902439,0.970731707,0.973170732,0.970731707,0.62804878,0.97804878,0.973170732,0.97804878,0.576829268,0.803658537,0.926829268,0.967073171,0.975609756,0.819512195,0.308536585,0.691463415,0.970731707,0.975609756,0.942682927,0.974390244,0.993902439,0.990243902,0.993902439,0.834146341,0.993902439,0.990243902,0.993902439,0.787804878,0.857317073,0.956097561,0.980487805,0.98902439,0.863414634,0.359756098,0.751219512,0.98902439,0.987804878,0.970731707,0.965853659,0.963414634,0.925609756,0.962195122,0.123715943,0.02732697,0.026693357,0.02732697,0.024413271,0.008258342,0.026693357,0.008258342,0.025767852,0.030162032,0.096606812,0.030525826,0.031211093,0.030055552,0.096576808,0.038111316,0.02987825,0.030484745,0.012576194,0.120681404,0.026763267,0.026128435,0.026763267,0.023028932,0.008297301,0.026128435,0.008297301,0.02429846,0.030166699,0.096625223,0.030525047,0.03121627,0.030060552,0.096570252,0.038109329,0.029863869,0.030486233,0.012602919,0.118149602,0.025833918,0.025226771,0.025833918,0.020643437,0.008482802,0.025226771,0.008482802,0.021774958,0.030320953,0.096597997,0.030782882,0.03135662,0.030127767,0.096558297,0.03816278,0.029913827,0.030705111,0.012710256
65,100,1.570796327,0.4,1,1.04889562,0.180580724,-0.399929469,1.627903022,0.013157971,-0.028022471,-0.107578662,-0.028022471,0.343538992,-0.084336874,-0.107578662,-0.084336874,0.350599932,0.003946537,0.002935477,0.002247773,-0.004067321,-0.001738524,0.001993996,-0.00049201,-1.51874E+12,0.000889291,-0.000599837,-0.000999462,-0.051666719,-0.131548504,-0.051666719,0.32022804,-0.105215234,-0.131548504,-0.105215234,0.327268257,0.003966805,0.002920703,0.002528723,-0.004471021,-0.001747884,0.002075329,-0.000505435,-1.57352E+12,0.000896775,-0.000882719,-0.027892815,-0.104266937,-0.195746786,-0.104266937,0.278091739,-0.143363652,-0.195746786,-0.143363652,0.286549898,0.004006195,-0.002511709,0.004076618,-0.008527016,-0.002121093,0.002265347,-0.000501222,7.16995E+11,0.001063202,-0.000170574,0.95875,0.9775,0.96625,0.9775,0.6875,0.9725,0.96625,0.9725,0.65375,0.71,0.94875,0.975,0.9675,0.72375,0.225,0.57625,0.97625,0.965,0.93875,0.9825,0.995,0.98625,0.995,0.85875,0.99125,0.98625,0.99125,0.84125,0.79,0.9725,0.9925,0.985,0.79875,0.25875,0.6375,0.99375,0.98375,0.97375,0.955,0.95875,0.95125,0.94375,0.113805783,0.023296663,0.024871952,0.023296663,0.019280681,0.007018391,0.024871952,0.007018391,0.019714427,0.027380609,0.090213586,0.026576317,0.027268874,0.026258453,0.090208565,0.037570887,0.026757242,0.027437399,0.008675378,0.111759648,0.022833578,0.024381863,0.022833578,0.01818646,0.006998749,0.024381863,0.006998749,0.01862175,0.027379092,0.090229037,0.02657073,0.027267765,0.02625981,0.090212378,0.037568939,0.026747282,0.027440655,0.00867787,0.111547892,0.022079046,0.023521255,0.022079046,0.016253328,0.00705132,0.023521255,0.00705132,0.01677284,0.027361978,0.090564649,0.026641042,0.027522249,0.026297773,0.090291567,0.03748914,0.02676619,0.027617111,0.008700237
17,200,1.570796327,0.4,1,1.048872696,0.180490101,-0.40010412,1.627954547,0.00806336,0.115671777,-0.084661374,0.115671777,0.375912865,-0.216327347,-0.084661374,-0.216327347,0.398494418,0.00758596,-0.003387324,0.000569688,0.000164768,0.002475002,-0.003778597,-0.002598738,1.82832E+13,0.000761781,-0.009378696,0.000715553,0.096687909,-0.086903733,0.096687909,0.357556947,-0.227408991,-0.086903733,-0.227408991,0.379900583,0.007552806,-0.003617322,0.000399939,7.04E-05,0.002505346,-0.003708213,-0.00259365,1.81212E+13,0.000718235,-0.009856343,-0.012470196,0.051901181,-0.101487509,0.051901181,0.32296514,-0.246228283,-0.101487509,-0.246228283,0.344663391,0.007499124,-0.005243953,0.000333206,-0.000900021,0.002956892,-0.003460443,-0.002602521,1.94847E+13,0.000634127,-0.010250183,0.953125,0.96875,0.960416667,0.96875,0.633333333,0.953125,0.960416667,0.953125,0.608333333,0.879166667,0.940625,0.954166667,0.966666667,0.890625,0.408333333,0.79375,0.964583333,0.967708333,0.933333333,0.971875,0.988541667,0.988541667,0.988541667,0.820833333,0.982291667,0.988541667,0.982291667,0.821875,0.921875,0.970833333,0.978125,0.984375,0.927083333,0.453125,0.852083333,0.983333333,0.980208333,0.9625,0.955208333,0.966666667,0.940625,0.95625,0.08595901,0.021297141,0.022893547,0.021297141,0.020861569,0.008044918,0.022893547,0.008044918,0.022014759,0.026163683,0.066849953,0.025978034,0.025563428,0.023937152,0.066865356,0.030511383,0.025677006,0.02525718,0.013034057,0.085143213,0.02106073,0.022662742,0.02106073,0.020010489,0.008093605,0.022662742,0.008093605,0.021143384,0.026159687,0.066833903,0.025985563,0.025559961,0.023934638,0.06686337,0.030501826,0.025672666,0.02525205,0.013087493,0.085066628,0.020742844,0.022368254,0.020742844,0.018466232,0.008210751,0.022368254,0.008210751,0.019532163,0.026239921,0.067171991,0.026314772,0.025609238,0.024044899,0.066905383,0.030568651,0.025806808,0.025343562,0.01318057
33,200,1.570796327,0.4,1,1.048771139,0.180494897,-0.399186872,1.627960218,0.011462457,0.093112471,0.054210617,0.093112471,0.239469902,-0.125129149,0.054210617,-0.125129149,0.252560725,0.003271625,0.002642522,0.001233047,-0.001275517,-0.001178114,0.00355478,-0.000293941,-2.26684E+13,-0.000261165,-0.00148695,0.004583565,0.079992902,0.045122417,0.079992902,0.226044914,-0.135401782,0.045122417,-0.135401782,0.239400052,0.003258908,0.00314977,0.001111345,-0.000943892,-0.001082492,0.003638251,-0.000292948,-2.316E+13,-0.000295276,-0.001752037,-0.007969361,0.053034484,0.015685943,0.053034484,0.201131133,-0.154811244,0.015685943,-0.154811244,0.214572295,0.003315567,0.001950325,0.000914673,-0.00091323,-0.000775541,0.003995874,-0.000280461,-2.3434E+13,-0.000411174,-0.002057208,0.955913978,0.95483871,0.968817204,0.95483871,0.748387097,0.965591398,0.968817204,0.965591398,0.737634409,0.817204301,0.946236559,0.964516129,0.969892473,0.819354839,0.322580645,0.694623656,0.96344086,0.967741935,0.944086022,0.975268817,0.986021505,0.984946237,0.986021505,0.869892473,0.984946237,0.984946237,0.984946237,0.879569892,0.86344086,0.966666667,0.984946237,0.988172043,0.875268817,0.359139785,0.75483871,0.986021505,0.984946237,0.974193548,0.956989247,0.960215054,0.94516129,0.960215054,0.080417376,0.019308179,0.018742926,0.019308179,0.01424521,0.006049763,0.018742926,0.006049763,0.014671889,0.020958301,0.066177666,0.021025976,0.021042213,0.020513927,0.066197067,0.026660905,0.021168179,0.020971746,0.008640897,0.079477924,0.019113165,0.018559376,0.019113165,0.013651103,0.006084056,0.018559376,0.006084056,0.014080664,0.020954123,0.066216747,0.021026377,0.021035971,0.020506335,0.066201567,0.026659175,0.021180289,0.020968696,0.008651248,0.078957203,0.018934398,0.0183921,0.018934398,0.012560081,0.006225259,0.0183921,0.006225259,0.013004655,0.021002006,0.066560654,0.021161653,0.021042169,0.020518964,0.066291877,0.026704535,0.02136,0.021097828,0.008712244
65,200,1.570796327,0.4,1,1.04889562,0.180580724,-0.399929469,1.627903022,0.0004586,-0.046442142,-0.003567471,-0.046442142,0.176939804,-0.077453756,-0.003567471,-0.077453756,0.177461991,0.001394611,-0.000466501,-0.002068358,-0.007496537,-0.006498778,0.000499942,-0.00083464,-4.85367E+12,1.95E-05,-0.000900313,-0.006213922,-0.056932636,-0.009844723,-0.056932636,0.166224496,-0.087821375,-0.009844723,-0.087821375,0.166775966,0.00138717,-0.000465697,-0.002152841,-0.007070612,-0.006427353,0.000551904,-0.000843098,-5.29092E+12,6.90E-06,-0.001101772,-0.018866447,-0.070282665,-0.014520781,-0.070282665,0.145407597,-0.106763052,-0.014520781,-0.106763052,0.146797538,0.001377256,-0.007979426,-0.001663288,-0.006283246,-0.006045767,0.000605133,-0.000878241,-6.42621E+12,-5.81E-05,-0.001555511,0.952857143,0.952857143,0.962857143,0.952857143,0.81,0.975714286,0.962857143,0.975714286,0.818571429,0.71,0.965714286,0.962857143,0.952857143,0.698571429,0.26,0.577142857,0.971428571,0.964285714,0.942857143,0.977142857,0.978571429,0.98,0.978571429,0.915714286,0.99,0.98,0.99,0.911428571,0.78,0.987142857,0.984285714,0.981428571,0.778571429,0.292857143,0.64,0.992857143,0.985714286,0.967142857,0.95,0.954285714,0.967142857,0.952857143,0.079563121,0.017549868,0.017030809,0.017549868,0.010788815,0.004933633,0.017030809,0.004933633,0.011010826,0.019121042,0.058795916,0.018701992,0.019226158,0.019081702,0.058792425,0.025516514,0.018110566,0.01890059,0.006145375,0.079178516,0.017371289,0.016862178,0.017371289,0.010328142,0.004953889,0.016862178,0.004953889,0.010556135,0.019115896,0.058783246,0.018708587,0.019220499,0.019082081,0.058799307,0.025517852,0.018106991,0.018900076,0.00615162,0.079898478,0.017119071,0.01658353,0.017119071,0.009472146,0.005053839,0.01658353,0.005053839,0.00975238,0.019113661,0.05878318,0.018851435,0.019328796,0.019136029,0.058869521,0.025534283,0.018201479,0.019039535,0.006206701
17,500,1.570796327,0.4,1,1.048872696,0.180490101,-0.40010412,1.627954547,0.003096143,-0.012752702,-0.118392864,-0.012752702,0.180340381,-0.133263506,-0.118392864,-0.133263506,0.18695562,0.00328895,0.001376136,-0.000362394,-0.000611334,-0.000433428,0.00080546,-0.001565389,7.53762E+12,-2.27E-05,-0.006285595,0.000202375,-0.017878624,-0.117739291,-0.017878624,0.173297838,-0.139428964,-0.117739291,-0.139428964,0.179474359,0.003303933,0.001283359,-0.000298367,-0.000481882,-0.000392383,0.000805462,-0.001569708,7.61273E+12,2.52E-05,-0.00647335,-0.005619376,-0.016616686,-0.118994538,-0.016616686,0.160072552,-0.150236239,-0.118994538,-0.150236239,0.165388919,0.003345158,0.000368283,-0.000490047,-0.000121062,-0.000536435,0.000697852,-0.001559732,7.62789E+12,3.36E-05,-0.006624681,0.932258065,0.958064516,0.949462366,0.958064516,0.776344086,0.955913978,0.949462366,0.955913978,0.788172043,0.864516129,0.94516129,0.94516129,0.956989247,0.877419355,0.411827957,0.8,0.961290323,0.952688172,0.938709677,0.965591398,0.982795699,0.972043011,0.982795699,0.874193548,0.978494624,0.972043011,0.978494624,0.888172043,0.919354839,0.976344086,0.969892473,0.983870968,0.920430108,0.459139785,0.85483871,0.983870968,0.979569892,0.96344086,0.956989247,0.955913978,0.950537634,0.952688172,0.055279503,0.013488582,0.014205219,0.013488582,0.010954393,0.005314393,0.014205219,0.005314393,0.011294268,0.01633168,0.041115767,0.016232287,0.016132104,0.015532812,0.041121149,0.019209644,0.015422561,0.016300041,0.008367418,0.055072,0.01343253,0.014143976,0.01343253,0.0106569,0.005358975,0.014143976,0.005358975,0.010976545,0.01633324,0.041135255,0.016235737,0.01613205,0.015537,0.041122516,0.019206123,0.015414605,0.016299134,0.008393862,0.055242035,0.013363664,0.014188478,0.013363664,0.010122917,0.005480517,0.014188478,0.005480517,0.010408945,0.016365632,0.04145108,0.016335553,0.016200019,0.015625095,0.041150286,0.01928313,0.01547208,0.016350118,0.008450384
33,500,1.570796327,0.4,1,1.048771139,0.180494897,-0.399186872,1.627960218,0.002880001,0.055680906,0.05682543,0.055680906,0.101903788,-0.078452044,0.05682543,-0.078452044,0.106690979,0.000994914,0.001925579,0.001489806,0.000978983,0.000730461,0.001295651,-0.000369456,-6.95728E+12,-0.000531292,-0.001369345,0.000231388,0.052408695,0.052447476,0.052408695,0.097289201,-0.082973746,0.052447476,-0.082973746,0.101535335,0.001007728,0.001903008,0.001511844,0.001138163,0.000759609,0.001318473,-0.000374302,-6.4865E+12,-0.000458945,-0.00147152,-0.00479199,0.053414434,0.039537798,0.053414434,0.088383166,-0.092199571,0.039537798,-0.092199571,0.090890655,0.001010277,0.001831983,0.001868651,0.001431141,0.000868539,0.001371323,-0.000366604,-5.92086E+12,-0.000292187,-0.001890479,0.943478261,0.94673913,0.961956522,0.94673913,0.859782609,0.95326087,0.961956522,0.95326087,0.860869565,0.808695652,0.932608696,0.958695652,0.947826087,0.819565217,0.307608696,0.723913043,0.964130435,0.95326087,0.964130435,0.97173913,0.972826087,0.976086957,0.972826087,0.931521739,0.97826087,0.976086957,0.97826087,0.932608696,0.854347826,0.960869565,0.977173913,0.980434783,0.87173913,0.355434783,0.783695652,0.984782609,0.973913043,0.982608696,0.95326087,0.957608696,0.936956522,0.961956522,0.052466665,0.012072163,0.011832586,0.012072163,0.007104666,0.003938079,0.011832586,0.003938079,0.007249065,0.01343854,0.043027594,0.012785426,0.01362896,0.013083753,0.042993983,0.016346028,0.012917368,0.013555702,0.005317878,0.052296108,0.012012959,0.01178416,0.012012959,0.006929449,0.003961557,0.01178416,0.003961557,0.007049429,0.013441567,0.043030546,0.012789421,0.01363185,0.013085955,0.042992962,0.016345984,0.012916298,0.013551414,0.005323998,0.052556267,0.011915528,0.011743772,0.011915528,0.006647524,0.004019988,0.011743772,0.004019988,0.006667234,0.01348533,0.043281261,0.012852507,0.013743893,0.013131003,0.043032764,0.016370326,0.013007426,0.013588753,0.005409688
65,500,1.570796327,0.4,1,1.04889562,0.180580724,-0.399929469,1.627903022,0.004034038,-0.010604663,-0.012580891,-0.010604663,0.068477528,-0.037762707,-0.012580891,-0.037762707,0.076478932,0.001133383,0.002952166,0.000471045,0.002163683,0.001708427,0.003816746,-0.00049103,1.41046E+12,0.000638097,-0.001023443,0.001667063,-0.011978534,-0.01529539,-0.011978534,0.064522397,-0.042076779,-0.01529539,-0.042076779,0.072409249,0.001124828,0.002577263,0.000604265,0.001893544,0.001692219,0.003829859,-0.000488809,1.67208E+12,0.000669025,-0.001094952,-0.001772068,-0.003607243,-0.025843113,-0.003607243,0.056945751,-0.050894778,-0.025843113,-0.050894778,0.06490865,0.001114555,-0.000611336,0.000643813,0.001600636,0.001851312,0.003882646,-0.000510575,2.77501E+12,0.000948985,-0.001749245,0.954545455,0.950909091,0.958181818,0.950909091,0.898181818,0.96,0.958181818,0.96,0.881818182,0.727272727,0.96,0.949090909,0.96,0.72,0.249090909,0.603636364,0.949090909,0.963636364,0.952727273,0.98,0.98,0.985454545,0.98,0.963636364,0.98,0.985454545,0.98,0.94,0.790909091,0.987272727,0.969090909,0.976363636,0.792727273,0.28,0.649090909,0.978181818,0.981818182,0.976363636,0.963636364,0.952727273,0.965454545,0.950909091,0.049912239,0.01053457,0.010601314,0.01053457,0.005369536,0.003158562,0.010601314,0.003158562,0.005794357,0.011731449,0.037502756,0.012306878,0.012128779,0.011648804,0.037516381,0.015866895,0.01158347,0.011902571,0.003947379,0.049731538,0.010499019,0.010554754,0.010499019,0.005236237,0.003168432,0.010554754,0.003168432,0.005650527,0.01173332,0.037480768,0.01230806,0.012129277,0.011646134,0.037515195,0.01587162,0.011588565,0.011904897,0.003949855,0.050321877,0.010512308,0.010447645,0.010512308,0.005014152,0.003223615,0.010447645,0.003223615,0.005415143,0.011784743,0.037715677,0.012356117,0.012178508,0.011650517,0.037503593,0.015952691,0.011647205,0.011939806,0.004008958
17,1000,1.570796327,0.4,1,1.048872696,0.180490101,-0.40010412,1.627954547,0.002894511,0.022941273,-0.056083251,0.022941273,0.101642699,-0.088423861,-0.056083251,-0.088423861,0.10439911,0.001943124,0.00453546,0.000160684,0.002076883,0.002594089,0.00378483,-0.000919582,4.96245E+12,0.000133304,-0.003526909,0.001370867,0.022208941,-0.056876618,0.022208941,0.098304958,-0.090527701,-0.056876618,-0.090527701,0.100716377,0.00193495,0.004490337,0.000172189,0.001961771,0.002564209,0.003789889,-0.000915143,4.95739E+12,0.000144085,-0.003585992,-0.002324627,0.02293516,-0.060500157,0.02293516,0.091590048,-0.094458279,-0.060500157,-0.094458279,0.093087451,0.001910842,0.00376233,0.000359,0.001348577,0.002456067,0.003715841,-0.000892458,5.03051E+12,9.33E-05,-0.003564994,0.947474747,0.943434343,0.954545455,0.943434343,0.850505051,0.945454545,0.954545455,0.945454545,0.850505051,0.877777778,0.934343434,0.961616162,0.953535354,0.877777778,0.422222222,0.787878788,0.957575758,0.956565657,0.932323232,0.972727273,0.96969697,0.975757576,0.96969697,0.915151515,0.974747475,0.975757576,0.974747475,0.926262626,0.914141414,0.967676768,0.977777778,0.975757576,0.918181818,0.475757576,0.841414141,0.980808081,0.97979798,0.960606061,0.953535354,0.94040404,0.931313131,0.946464646,0.037994121,0.009884748,0.010115943,0.009884748,0.006916501,0.003781635,0.010115943,0.003781635,0.007042594,0.011425702,0.029398062,0.010721452,0.011330298,0.011096635,0.029370291,0.013817002,0.011116941,0.011406077,0.005951394,0.037886533,0.009867805,0.010098296,0.009867805,0.006792678,0.003794973,0.010098296,0.003794973,0.006903339,0.011427228,0.029389217,0.010724697,0.011330397,0.011098666,0.02937258,0.013820732,0.011119784,0.011406685,0.005958259,0.038003177,0.00989049,0.010148221,0.00989049,0.006573478,0.003827218,0.010148221,0.003827218,0.006640022,0.011497449,0.029593736,0.010817549,0.011351013,0.011149515,0.029388585,0.01388872,0.011207974,0.011491159,0.005979864
33,1000,1.570796327,0.4,1,1.048771139,0.180494897,-0.399186872,1.627960218,0.001572943,0.00787418,0.014172411,0.00787418,0.051235307,-0.040113551,0.014172411,-0.040113551,0.05409873,0.000635203,-0.000789301,-0.000996683,0.001899207,0.001337733,-0.00082176,-0.000108756,-4.87335E+12,-0.000156868,-0.000719305,0.000273956,0.004047617,0.01477056,0.004047617,0.048771827,-0.042069431,0.01477056,-0.042069431,0.051536152,0.000633652,-0.000426982,-0.001001717,0.00176569,0.001317314,-0.000811504,-0.000108263,-4.84426E+12,-0.000134616,-0.000748825,-0.002133844,-0.010815066,0.015278443,-0.010815066,0.043975293,-0.045887887,0.015278443,-0.045887887,0.047128236,0.000605902,0.001382269,-0.000974063,0.001110431,0.001239245,-0.000695723,-0.000100627,-3.92256E+12,-5.77E-05,-0.000733691,0.949411765,0.964705882,0.956470588,0.964705882,0.915294118,0.947058824,0.956470588,0.947058824,0.909411765,0.823529412,0.918823529,0.969411765,0.945882353,0.815294118,0.315294118,0.704705882,0.958823529,0.96,0.958823529,0.974117647,0.982352941,0.970588235,0.982352941,0.956470588,0.972941176,0.970588235,0.972941176,0.956470588,0.868235294,0.957647059,0.983529412,0.969411765,0.86,0.358823529,0.763529412,0.975294118,0.978823529,0.975294118,0.951764706,0.958823529,0.921176471,0.958823529,0.035923237,0.007948202,0.008324139,0.007948202,0.004419299,0.002786633,0.008324139,0.002786633,0.00459502,0.009501563,0.030758474,0.00882107,0.009532405,0.009141607,0.030750232,0.01185732,0.009415697,0.009380921,0.003841858,0.035861619,0.007931204,0.008308068,0.007931204,0.004345016,0.002793021,0.008308068,0.002793021,0.00451688,0.009501032,0.030746468,0.00882239,0.009537349,0.009143513,0.030752281,0.011858365,0.009420839,0.009383891,0.003841728,0.035979794,0.007922063,0.008327286,0.007922063,0.004221011,0.002822352,0.008327286,0.002822352,0.004407763,0.00953152,0.030935316,0.008878032,0.009651245,0.009189916,0.030767286,0.011874867,0.009505434,0.009448686,0.003860508
65,1000,1.570796327,0.4,1,1.04889562,0.180580724,-0.399929469,1.627903022,0.000589857,0.012036059,0.013681666,0.012036059,0.034622512,-0.024917101,0.013681666,-0.024917101,0.034894488,0.000149944,0.00696719,-0.000830844,0.000262346,-0.001464826,0.006814151,0.000241084,-1.30897E+13,-8.90E-05,-0.00017057,-0.000866799,0.009353542,0.010606779,0.009353542,0.032721542,-0.02693148,0.010606779,-0.02693148,0.032890581,0.000147402,0.006855745,-0.000828552,0.000294359,-0.001474668,0.006822526,0.000242751,-1.31692E+13,-0.000113948,-0.00018132,-0.004315285,0.000232516,-0.000938952,0.000232516,0.028922978,-0.030610035,-0.000938952,-0.030610035,0.028929155,0.000125913,0.00493723,-0.001095768,4.22E-05,-0.00127955,0.006836348,0.000236483,-1.32147E+13,-0.000249049,-0.000127943,0.941463415,0.956097561,0.968292683,0.956097561,0.919512195,0.953658537,0.968292683,0.953658537,0.948780488,0.709756098,0.943902439,0.943902439,0.946341463,0.724390244,0.251219512,0.563414634,0.951219512,0.936585366,0.96097561,0.968292683,0.973170732,0.982926829,0.973170732,0.958536585,0.965853659,0.982926829,0.965853659,0.970731707,0.768292683,0.963414634,0.970731707,0.963414634,0.77804878,0.280487805,0.629268293,0.980487805,0.973170732,0.97804878,0.941463415,0.93902439,0.946341463,0.941463415,0.037191923,0.007502097,0.007250893,0.007502097,0.003544006,0.002204572,0.007250893,0.002204572,0.003363437,0.008539407,0.029525331,0.009023552,0.008912937,0.008538249,0.029530675,0.011806099,0.008445422,0.008468003,0.002660371,0.037133422,0.007486591,0.007233038,0.007486591,0.003493567,0.002211266,0.007233038,0.002211266,0.003308934,0.008539612,0.029529523,0.009021699,0.008904924,0.00853688,0.02953154,0.011806661,0.008443111,0.008470688,0.002660791,0.037240457,0.007508191,0.007243312,0.007508191,0.003415033,0.002249988,0.007243312,0.002249988,0.003220784,0.008550508,0.029821916,0.009020264,0.008927669,0.008556952,0.029523745,0.011823407,0.008434624,0.008484023,0.002682492